Id_Cliente,id_Agencia,Frecuencia,Vol_Entrega,lat,lon
146,A1,2,17,20.4802150,-98.1771620
147,A1,2,12,20.4905450,-98.2381900
148,A1,2,11,20.5054630,-98.2152310
149,A1,2,20.5,20.4992360,-98.1817880
150,A1,2,17.5,20.4760100,-98.2227110
151,A1,2,13.5,20.5263000,-98.1951000
152,A1,2,10,20.5525690,-98.1927050
153,A1,2,13,20.4743640,-98.2270890
154,A1,2,11.5,20.4829800,-98.1241890
155,A1,2,8,20.5428840,-98.1943750
156,A1,2,9.5,20.4861440,-98.2516240
157,A1,2,17,20.4816220,-98.1721850
158,A1,2,31.5,20.5182870,-98.1612520
159,A1,2,7.5,20.4655970,-98.2135550
160,A1,2,25.5,20.4616000,-98.1946000
161,A1,2,14,20.4857810,-98.1383980
162,A1,2,13,20.4956560,-98.1425810
163,A1,3,12.66666667,20.4640370,-98.1341310
164,A1,3,10.66666667,20.5433660,-98.1710840
165,A1,1,17,20.5512800,-98.1826080
166,A1,2,31,20.5329270,-98.1638840
167,A1,3,14.66666667,20.4843470,-98.1552190
168,A1,2,9,20.5313500,-98.1896680
169,A1,2,13.5,20.4884300,-98.2428660
170,A1,2,19.5,20.4709860,-98.2597960
171,A1,3,15.33333333,20.4683720,-98.1765320
172,A1,1,25,20.5351960,-98.1114420
173,A1,3,9,20.4885910,-98.1815380
174,A1,2,18.5,20.4625290,-98.2404260
175,A1,1,18,20.5473340,-98.2014300
176,A1,3,17.66666667,20.4850350,-98.1586330
177,A1,2,14.5,20.5468810,-98.1774170
178,A1,1,29,20.4729120,-98.2387050
179,A1,3,15.33333333,20.4767760,-98.2379310
180,A1,2,26,20.5019800,-98.1576910
181,A1,2,11,20.5152050,-98.2154530
182,A1,3,13,20.5249440,-98.1991060
183,A1,2,30,20.4580410,-98.1510990
184,A1,2,9.5,20.5376590,-98.1825450
185,A1,1,18,20.4838740,-98.1426070
186,A1,2,19.5,20.5085030,-98.1885330
187,A1,2,22,20.5401350,-98.2023830
188,A1,2,12,20.5026250,-98.2321700
189,A1,2,19,20.5340240,-98.1964570
190,A1,2,16,20.4929000,-98.1868000
191,A1,3,17.66666667,20.4721130,-98.2085680
192,A1,2,6.5,20.4723240,-98.2266880
193,A1,2,29.5,20.5112840,-98.1416490
194,A1,3,6.333333333,20.4672670,-98.1462740
195,A1,2,23.5,20.4640920,-98.1610280
196,A1,2,12,20.5299000,-98.2314000
197,A1,2,6.5,20.4786970,-98.1909770
198,A1,2,11.5,20.4920690,-98.1384650
199,A1,2,13,20.5001780,-98.1606150
200,A1,2,41.5,20.4639780,-98.1466950
201,A1,1,0,20.4969880,-98.2599240
202,A1,2,17.5,20.5270820,-98.2281240
203,A1,2,9,20.5445270,-98.2236450
204,A1,1,13,20.5428440,-98.1920110
205,A1,2,12,20.4947270,-98.2548990
206,A1,2,14,20.5324530,-98.1141730
207,A1,2,23.5,20.4946130,-98.1680920
208,A1,2,30.5,20.4570260,-98.1703680
209,A1,2,19,20.4589910,-98.2129840
210,A1,2,27.5,20.4806650,-98.2107980
211,A1,2,22,20.4824460,-98.1583140
212,A1,2,10.5,20.5252190,-98.2383480
213,A1,1,26,20.5002240,-98.1323740
214,A1,2,11.5,20.4731270,-98.2166020
215,A1,1,24,20.5038870,-98.2324140
216,A1,1,53,20.5371730,-98.1655410
217,A1,1,6,20.5269030,-98.1997590
218,A1,2,12,20.5247030,-98.2168290
219,A1,2,10.5,20.5404180,-98.1865650
220,A1,1,5,20.4444580,-98.2302500
221,A1,2,22,20.4754130,-98.2562430
222,A1,3,14.66666667,20.4764190,-98.1764690
223,A1,2,7.5,20.5067310,-98.1577780
224,A1,2,35.5,20.5235490,-98.1450430
225,A1,1,17,20.5077520,-98.2303630
226,A1,2,7.5,20.4692960,-98.2409580
227,A1,1,27,20.4701390,-98.2410150
228,A1,2,7.5,20.5554020,-98.2012120
229,A1,2,9.5,20.4750220,-98.1672160
230,A1,2,26,20.4872520,-98.1752190
231,A1,2,17,20.4904510,-98.1367380
232,A1,2,14.5,20.5236800,-98.1848110
233,A1,2,22,20.5064950,-98.1646820
234,A1,2,21,20.5207710,-98.1469150
235,A1,2,12.5,20.4615450,-98.2159230
236,A1,2,15.5,20.4978060,-98.2513300
237,A1,2,20.5,20.4850220,-98.2063680
238,A1,2,23.5,20.4916470,-98.2049340
239,A1,2,21,20.4720480,-98.2419010
240,A1,2,11,20.4830590,-98.2405240
241,A1,2,20,20.4781230,-98.1796530
242,A1,1,42,20.4818780,-98.2515380
243,A1,1,17,20.4713270,-98.1670840
244,A1,1,3,20.4790490,-98.1470940
245,A1,1,6,20.5359740,-98.2214910
246,A1,1,2,20.4863710,-98.2496930
247,A1,1,29,20.5133020,-98.1562070
248,A1,1,57,20.5080270,-98.1152950
249,A1,1,8,20.4702500,-98.1606190
250,A1,1,66,20.5364980,-98.1728490
251,A1,1,6,20.4511650,-98.1804640
252,A1,1,2,20.5341590,-98.1457390
253,A1,1,14,20.4929230,-98.2307250
254,A1,2,1,20.4492260,-98.1921930
255,A1,1,23,20.4980260,-98.2097760
256,A1,1,20,20.4891460,-98.2075430
257,A1,1,27,20.5437190,-98.1165230
258,A1,2,28,20.5220140,-98.2342680
259,A1,1,3,20.5429290,-98.1768350
260,A1,1,41,20.5021830,-98.2179420
261,A1,1,15,20.4982430,-98.1767560
262,A1,1,4,20.5540290,-98.1991610
263,A1,1,2,20.4789200,-98.2451750
264,A1,1,26,20.5463260,-98.1601660
265,A1,1,13,20.4976530,-98.1692810
266,A1,1,3,20.5045470,-98.2548950
267,A1,1,7,20.4859180,-98.1722260
268,A1,1,3,20.4382570,-98.1457640
269,A1,1,3,20.4600610,-98.1713060
270,A1,2,1.5,20.5267900,-98.2326560
271,A1,1,3,20.4863760,-98.1269570
272,A1,1,4,20.5375600,-98.1989540
273,A1,1,48,20.4834080,-98.1706870
274,A1,1,6,20.5231970,-98.2384870
275,A1,1,2,20.4874080,-98.2595570
276,A1,1,21,20.5612390,-98.1213800
277,A1,1,4,20.6083070,-98.1782990
278,A1,1,5,20.4927790,-98.1359880
279,A1,1,27,20.5451030,-98.2176440
280,A1,1,7,20.4816620,-98.1320090
281,A1,1,7,20.4848780,-98.2496600
282,A1,1,3,20.4754860,-98.2368360
283,A1,1,5,20.4720680,-98.1896830
284,A1,2,30,20.5210740,-98.2266080
285,A1,1,4,20.5338710,-98.2255850
286,A1,1,2,20.4790560,-98.1865380
287,A1,1,30,20.4773960,-98.1431800
288,A1,1,14,20.5584320,-98.1316660
289,A1,1,15,20.5574070,-98.1448360
290,A1,1,46,20.4925800,-98.1321380
291,A1,1,47,20.4893270,-98.1616870
292,A1,1,3,20.5467850,-98.2060270
293,A1,1,5,20.4869870,-98.2185950
294,A1,1,10,20.4443630,-98.2209710
295,A1,1,7,20.4906110,-98.1625600
296,A1,1,24,20.5300070,-98.1586900
297,A1,1,12,20.5166550,-98.2294430
298,A1,1,28,20.4585830,-98.1798780
299,A1,1,56,20.4870440,-98.1384750
300,A1,1,14,20.4868140,-98.1248490
301,A1,1,35,20.5269630,-98.2198130
302,A1,1,4,20.5051660,-98.2047490
303,A1,2,40.5,20.5205220,-98.2333590
304,A1,1,3,20.4737780,-98.2324130
305,A1,1,15,20.5179630,-98.2298130
306,A1,1,31,20.5059400,-98.2369150
307,A1,1,21,20.4655150,-98.2211860
308,A1,1,1,20.4826500,-98.1526730
309,A1,1,15,20.4555150,-98.2161860
310,A1,1,12,20.4786500,-98.1566730
311,A1,1,12,20.4956500,-98.1536730
312,A1,1,4,20.5315120,-98.2291920
313,A1,1,2,20.5565960,-98.2110560
314,A1,1,3,20.5452230,-98.2077540
315,A1,1,5,20.4839070,-98.1420530
316,A1,1,22,20.4878510,-98.1567460
317,A1,1,24,20.4628260,-98.1804610
318,A1,1,4,20.5185000,-98.2573990
319,A1,1,15,20.5612070,-98.2125540
320,A1,1,7,20.5707700,-98.2231130
321,A1,1,19,20.5549360,-98.2140160
322,A1,1,5,20.5454620,-98.2030680
323,A1,1,41,20.5512520,-98.1846330
324,A1,1,5,20.5421510,-98.1887330
325,A1,1,49,20.5555910,-98.1994440
326,A1,1,5,20.5505580,-98.1974330
327,A1,1,2,20.5047640,-98.1675920
328,A1,1,12,20.5089400,-98.2379150
329,A1,1,17,20.5554000,-98.2120240
330,A1,1,18,20.5466350,-98.2037830
331,A1,1,31,20.4625940,-98.2219750
332,A1,1,32,20.5491980,-98.2085700
333,A1,2,14,20.5627970,-98.1352680
334,A1,1,32,20.5115000,-98.1510000
335,A1,1,26,20.4590290,-98.2790710
336,A1,1,6,20.5280950,-98.2149900
337,A1,1,15,20.4483930,-98.1635300
338,A1,1,20,20.5087870,-98.1081220
339,A1,1,22,20.4721000,-98.1978000
340,A1,1,62,20.4442660,-98.2851150
341,A1,1,34,20.4851000,-98.1504000
342,A1,1,44,20.5747540,-98.1863200
343,A1,1,69,20.4483340,-98.2136470
344,A1,1,40,20.5384710,-98.2295860
345,A1,1,30,20.5423530,-98.2444450
346,A1,1,108,20.5023660,-98.2464380
347,A1,1,43,20.5073920,-98.2010170
348,A1,1,12,20.5023920,-98.1940170
349,A1,1,18,20.4565250,-98.1462530
350,A1,1,11,20.4898390,-98.2020150
351,A1,1,20,20.5523730,-98.1472230
352,A1,1,28,20.4782650,-98.2226700
353,A1,1,12,20.5414690,-98.2243330
354,A1,1,22,20.4934560,-98.1911270
355,A1,2,14.5,20.5498050,-98.1552570
356,A1,1,47,20.5171280,-98.1832560
357,A1,1,54,20.4836040,-98.2366330
358,A1,1,16,20.4751810,-98.1544330
359,A1,1,35,20.4962390,-98.2302700
360,A1,1,5,20.4664350,-98.1729920
361,A1,1,15,20.4638540,-98.1703050
362,A1,1,26,20.4893210,-98.1899110
363,A1,1,9,20.4462450,-98.2234690
364,A1,1,16,20.5259190,-98.2698330
365,A1,1,13,20.4649880,-98.2496880
366,A1,1,23,20.5040210,-98.1349730
367,A1,1,2,20.5389600,-98.2256990
368,A1,1,67,20.4894310,-98.2656080
369,A1,1,70,20.4722130,-98.1602350
370,A1,1,73,20.4968020,-98.2376600
371,A1,1,9,20.5025640,-98.1816050
372,A1,1,9,20.4926860,-98.1370220
373,A1,1,24,20.5522930,-98.2051470
374,A1,1,20,20.5154550,-98.1341430
375,A1,1,34,20.4502460,-98.1727690
376,A1,1,9,20.4631210,-98.2563130
377,A1,1,12,20.4537990,-98.2640350
378,A1,1,29,20.5027170,-98.2405770
379,A1,1,22,20.5511640,-98.1367000
380,A1,1,11,20.4884850,-98.1548690
381,A1,2,56,20.5130970,-98.1767970
382,A1,1,51,20.4511040,-98.1693720
383,A1,1,13,20.4930180,-98.1252320
384,A1,1,29,20.4789960,-98.1683450
385,A1,1,42,20.4705720,-98.1389200
386,A1,1,16,20.5127830,-98.2426820
387,A1,1,4,20.4494250,-98.2280030
388,A1,1,101,20.4678160,-98.1853740
389,A1,2,11,20.4505390,-98.2091920
390,A1,1,18,20.5068790,-98.2495880
391,A1,1,3,20.5004450,-98.1515890
392,A1,1,38,20.5294900,-98.2356380
393,A1,2,36,20.4598330,-98.1559800
394,A1,1,24,20.5344230,-98.2358080
395,A1,1,9,20.5209590,-98.2245560
396,A1,2,36.5,20.5026160,-98.1383430
397,A1,2,46,20.4605470,-98.2456690
398,A1,2,19.5,20.4858840,-98.1522300
399,A1,1,164,20.5300900,-98.1329010
400,A1,1,38,20.5512320,-98.1759370
401,A1,1,41,20.4470380,-98.1695570
402,A1,1,3,20.5208000,-98.2268300
403,A1,1,39,20.4940050,-98.2506700
404,A1,1,19,20.4824930,-98.1597500
405,A1,1,29,20.5357680,-98.2248200
406,A1,1,3,20.4804970,-98.1282780
407,A1,1,37,20.4834790,-98.2402670
408,A1,1,14,20.4948690,-98.2042100
409,A1,1,27,20.5247150,-98.2329610
410,A1,1,51,20.4771000,-98.1707000
411,A1,1,93,20.5114480,-98.1977580
412,A1,1,13,20.5000650,-98.1257870
413,A1,1,6,20.4891660,-98.2372390
414,A1,1,139,20.4917140,-98.1980980
415,A1,1,3,20.4971930,-98.1497680
416,A1,1,1,20.5009790,-98.2691390
417,A1,1,12,20.5200870,-98.2290380
418,A1,1,3,20.5132600,-98.2746980
419,A1,1,2,20.4955510,-98.1318010
420,A1,1,79,20.4923190,-98.1986960
421,A1,1,55,20.5218070,-98.2532240
422,A1,2,18.5,20.5013580,-98.1801990
423,A1,1,36,20.5349180,-98.2283170
424,A1,1,13,20.5198440,-98.2228120
425,A1,1,4,20.5093240,-98.1358750
426,A1,2,33,20.4887470,-98.1266750
427,A1,1,40,20.5280020,-98.1847640
428,A1,1,3,20.5132740,-98.2268200
429,A1,1,25,20.5000330,-98.1365100
430,A1,2,45,20.4856300,-98.2457440
431,A1,1,4,20.4784970,-98.1359010
432,A1,1,35,20.5162820,-98.2339100
433,A1,1,8,20.5075010,-98.2422400
434,A1,1,29,20.5104720,-98.2254170
435,A1,1,9,20.5143670,-98.2399840
436,A1,1,65,20.4552240,-98.1900250
437,A1,1,39,20.4977170,-98.2323890
438,A1,2,24,20.4608600,-98.2215410
439,A1,1,43,20.4834640,-98.2455020
440,A1,1,29,20.4892950,-98.1255520
441,A1,1,4,20.4382490,-98.1593560
442,A1,1,14,20.4781530,-98.2435300
443,A1,1,2,20.5292260,-98.2320850
444,A1,1,4,20.4628360,-98.1606880
445,A1,1,37,20.4936990,-98.1248700
446,A1,1,7,20.5536990,-98.1732920
447,A1,1,4,20.4790230,-98.2547950
448,A1,1,4,20.4863130,-98.1799770
449,A1,1,80,20.4753090,-98.2041780
450,A1,1,2,20.4888350,-98.2327590
451,A1,1,120,20.4955650,-98.1540190
452,A1,1,43,20.4876860,-98.1409390
453,A1,1,9,20.4899500,-98.1260450
454,A1,2,30,20.4845090,-98.1469280
455,A1,2,17.5,20.4882870,-98.1345230
456,A1,1,3,20.4908120,-98.1399120
457,A1,1,2,20.5240340,-98.2310510
458,A1,1,5,20.4988950,-98.2303920
459,A1,1,38,20.4950830,-98.2264500
460,A1,1,3,20.5003440,-98.2416600
461,A1,1,37,20.5396980,-98.2221400
462,A1,1,97,20.4618730,-98.1542570
463,A1,1,2,20.4976440,-98.2393500
464,A1,1,49,20.4976600,-98.2608000
465,A1,1,53,20.5074730,-98.2675060
466,A1,1,55,20.5470250,-98.2008600
467,A1,1,2,20.5172000,-98.2550620
468,A1,1,10,20.5277000,-98.2254080
469,A1,1,52,20.5303040,-98.1477510
470,A1,1,140,20.4370000,-98.2297640
471,A1,1,2,20.4887370,-98.2273520
472,A1,1,47,20.5488310,-98.1971590
473,A1,1,41,20.5111220,-98.2304360
474,A1,1,2,20.5273750,-98.2275450
475,A1,1,63,20.5092430,-98.1410660
476,A1,1,69,20.5450340,-98.1707150
477,A1,1,32,20.5413790,-98.1912230
478,A1,1,126,20.4628980,-98.2354320
479,A1,1,27,20.5415800,-98.2117500
480,A1,1,31,20.4481870,-98.1559950
481,A1,1,2,20.4992970,-98.2687700
482,A1,1,20,20.5425520,-98.1822870
483,A1,1,35,20.5136730,-98.2384660
484,A1,1,2,20.5425830,-98.2064930
485,A1,1,2,20.4937290,-98.1387310
486,A1,1,72,20.5448920,-98.1804090
487,A1,1,47,20.5134830,-98.2206490
488,A1,1,40,20.4949000,-98.2490130
489,A1,1,84,20.4789290,-98.1917890
490,A1,1,133,20.4512620,-98.2244750
491,A1,1,71,20.4576760,-98.1856650
492,A1,1,24,20.5566340,-98.1424890
493,A1,1,35,20.5034470,-98.2413400
494,A1,1,109,20.5084060,-98.2557750
495,A1,1,48,20.5270340,-98.1693640
496,A1,1,14,20.5562870,-98.2050500
497,A1,1,63,20.5229630,-98.2338130
498,A1,1,2,20.5044820,-98.2665210
499,A1,1,23,20.5200100,-98.1740080
500,A1,1,82,20.4818170,-98.2244110
501,A1,1,60,20.4989710,-98.2048190
502,A1,1,56,20.5081990,-98.2394830
503,A1,1,27,20.4851840,-98.1959510
504,A1,1,2,20.5391700,-98.1961950
505,A1,1,22,20.4836050,-98.2434360
506,A1,1,53,20.5496190,-98.1991520
507,A1,1,30,20.4911630,-98.2359830
508,A1,1,30,20.4656250,-98.1726490
509,A1,1,19,20.5120320,-98.2125000
510,A1,1,2,20.5173980,-98.1445880
511,A1,1,2,20.4856160,-98.1934850
512,A1,1,2,20.5129370,-98.1587090
513,A1,1,2,20.5643160,-98.1937870
514,A1,2,1,20.5050830,-98.1659110
515,A1,1,2,20.5383080,-98.2226210
516,A1,1,2,20.5340050,-98.2220770
517,A1,1,2,20.5400210,-98.2155620
518,A1,1,2,20.5686640,-98.1287850
519,A1,1,2,20.5227560,-98.1621270
520,A1,1,1,20.4686380,-98.1918260
521,A1,1,4,20.4715490,-98.1801900
522,A1,1,2,20.4920120,-98.1847830
523,A1,1,1,20.5686170,-98.1860130
524,A1,1,2,20.5352440,-98.1356590
525,A1,1,1,20.4782550,-98.1337630
526,A1,1,6,20.4710050,-98.1764480
527,A1,1,2,20.5400490,-98.2025240
528,A1,1,4,20.4974780,-98.1153530
529,A1,1,2,20.4624970,-98.1651500
530,A1,1,8,20.5285480,-98.1619080
531,A1,1,1,20.4617330,-98.1732820
532,A1,1,1,20.4608830,-98.1731330
533,A1,1,1,20.4997530,-98.2413830
534,A1,1,2,20.4828580,-98.2469970
535,A1,1,4,20.4535720,-98.1653110
536,A1,1,1,20.5159800,-98.2370330
537,A1,1,2,20.4500800,-98.2207910
538,A1,1,4,20.5570610,-98.1258950
539,A1,1,2,20.4786580,-98.1386920
540,A1,2,13,20.4587920,-98.2214270
541,A1,1,4,20.5100320,-98.1310930
542,A1,1,0,20.5476580,-98.1823220
543,A1,2,2.5,20.4489840,-98.1592170
544,A1,1,5,20.5021770,-98.2387430
545,A1,1,1,20.5225560,-98.1884390
546,A1,1,0,20.5163910,-98.1963450
547,A1,1,3,20.4749390,-98.1356090
548,A1,1,4,20.4542300,-98.1703100
549,A1,1,11,20.5202460,-98.2178940
550,A1,1,24,20.4985830,-98.1660070
551,A1,1,1,20.5643130,-98.1292810
552,A1,1,0,20.5227740,-98.2005730
553,A1,1,5,20.4696320,-98.1603210
554,A1,1,4,20.4957250,-98.1463300
555,A1,1,3,20.4752280,-98.2188450
556,A1,1,15,20.5631430,-98.1929240
557,A1,1,6,20.4649270,-98.1721280
558,A1,1,2,20.5301080,-98.1295160
559,A1,1,1,20.4767980,-98.1909180
560,A1,1,2,20.5051290,-98.2452110
561,A1,1,34,20.5352420,-98.2009470
562,A1,1,10,20.5069970,-98.2224230
563,A1,1,1,20.5018130,-98.2054980
564,A1,1,7,20.4578780,-98.2291680
565,A1,1,4,20.5416740,-98.2414900
566,A1,1,22,20.5602470,-98.1276640
567,A1,2,17.5,20.4614460,-98.2164050
568,A1,1,55,20.5477090,-98.1236700
569,A1,1,2,20.5680820,-98.1245010
570,A1,1,5,20.4725310,-98.1410090
571,A1,1,7,20.5042540,-98.2444060
572,A1,1,2,20.4460670,-98.1709000
573,A1,1,58,20.5689780,-98.1399540
574,A1,1,15,20.4980740,-98.2032080
575,A1,2,0.5,20.4763960,-98.1874890
576,A1,1,83,20.4763250,-98.1309040
577,A1,1,2,20.4486470,-98.1481790
578,A1,1,5,20.5237940,-98.1923810
579,A1,1,0,20.5044160,-98.2354130
580,A1,1,112,20.4717490,-98.1938350
581,A1,1,1,20.5616740,-98.1232560
582,A1,1,0,20.5318060,-98.2015150
583,A1,2,13.5,20.5692330,-98.2104530
584,A1,1,6,20.4649430,-98.1371790
585,A1,1,3,20.4780690,-98.1933880
586,A1,1,2,20.4836750,-98.2205070
587,A1,1,21,20.5592450,-98.2092150
588,A1,1,128,20.4897650,-98.1421610
589,A1,1,0,20.4687230,-98.2029100
590,A1,1,1,20.5697030,-98.1297910
591,A1,1,1,20.5276890,-98.1878030
592,A1,1,2,20.5563880,-98.1376880
593,A1,1,4,20.5014510,-98.1605770
594,A1,1,26,20.5318060,-98.1396840
595,A1,1,1,20.4915140,-98.2856470
596,A1,1,15,20.5594130,-98.1210120
597,A1,1,36,20.4814000,-98.1882360
598,A1,1,20,20.4634280,-98.2363820
599,A1,1,9,20.4462230,-98.2844180
600,A1,1,5,20.4928490,-98.1533740
601,A1,1,2,20.4717260,-98.2324680
602,A1,1,26,20.5008010,-98.1812450
603,A1,1,15,20.5469420,-98.1395550
604,A1,1,4,20.5220210,-98.2288250
605,A1,1,2,20.4458760,-98.1737390
606,A1,2,51,20.4663690,-98.2210930
607,A1,1,1,20.4530980,-98.1653690
608,A1,1,10,20.4556330,-98.1643620
609,A1,1,18,20.5726750,-98.1293710
610,A1,1,1,20.5075000,-98.2293290
611,A1,1,0,20.5373860,-98.1398780
612,A1,1,14,20.5375770,-98.1421840
613,A1,2,53.5,20.4925700,-98.2288380
614,A1,1,1,20.5321500,-98.2412950
615,A1,1,3,20.4841330,-98.2104770
616,A1,1,4,20.4613630,-98.1489410
617,A1,1,11,20.5586600,-98.1333190
618,A1,1,20,20.5411740,-98.1405520
619,A1,1,1,20.5670090,-98.1335370
620,A1,1,1,20.5585890,-98.2129610
